route_id,service_id,trip_id,trip_headsign,direction_id
4A,weekday,trip_4A_weekday_017,,
4A,weekday,trip_4A_weekday_018,,
4A,weekday,trip_4A_weekday_019,,
4A,weekday,trip_4A_weekday_020,,
4A,weekday,trip_4A_weekday_021,,
4A,weekday,trip_4A_weekday_022,,
4A,weekday,trip_4A_weekday_023,,
4A,weekday,trip_4A_weekday_024,,
4A,weekday,trip_4A_weekday_025,,
4A,weekday,trip_4A_weekday_026,,
4A,weekday,trip_4A_weekday_027,,
4A,weekday,trip_4A_weekday_028,,
4A,weekday,trip_4A_weekday_029,,
4A,weekday,trip_4A_weekday_030,,
4A,weekday,trip_4A_weekday_031,,
4A,weekday,trip_4A_weekday_032,,
4A,weekday,trip_4A_weekday_033,,
4A,weekday,trip_4A_weekday_034,,
4A,weekday,trip_4A_weekday_035,,
4A,weekday,trip_4A_weekday_036,,
4A,saturday,trip_4A_saturday_001,,
4A,saturday,trip_4A_saturday_002,,
4A,saturday,trip_4A_saturday_003,,
4A,saturday,trip_4A_saturday_004,,
4A,saturday,trip_4A_saturday_005,,
4A,saturday,trip_4A_saturday_006,,
4A,saturday,trip_4A_saturday_007,,
4A,saturday,trip_4A_saturday_008,,
4A,saturday,trip_4A_saturday_009,,
4A,saturday,trip_4A_saturday_010,,
4A,saturday,trip_4A_saturday_011,,
4A,saturday,trip_4A_saturday_012,,
4A,saturday,trip_4A_saturday_013,,
4A,saturday,trip_4A_saturday_014,,
4A,saturday,trip_4A_saturday_015,,
4A,saturday,trip_4A_saturday_016,,
4A,saturday,trip_4A_saturday_017,,
4A,saturday,trip_4A_saturday_018,,
4A,saturday,trip_4A_saturday_019,,
4A,saturday,trip_4A_saturday_020,,
4A,saturday,trip_4A_saturday_021,,
4A,saturday,trip_4A_saturday_022,,
4A,saturday,trip_4A_saturday_023,,
4A,saturday,trip_4A_saturday_024,,
4A,saturday,trip_4A_saturday_025,,
4A,saturday,trip_4A_saturday_026,,
4A,saturday,trip_4A_saturday_027,,
4A,saturday,trip_4A_saturday_028,,
4A,saturday,trip_4A_saturday_029,,
4A,saturday,trip_4A_saturday_030,,
4A,saturday,trip_4A_saturday_031,,
4A,saturday,trip_4A_saturday_032,,
4A,saturday,trip_4A_saturday_033,,
4A,saturday,trip_4A_saturday_034,,
4A,saturday,trip_4A_saturday_035,,
4A,saturday,trip_4A_saturday_036,,
4A,sunday,trip_4A_sunday_001,,
4A,sunday,trip_4A_sunday_002,,
4A,sunday,trip_4A_sunday_003,,
4A,sunday,trip_4A_sunday_004,,
4A,sunday,trip_4A_sunday_005,,
4A,sunday,trip_4A_sunday_006,,
4A,sunday,trip_4A_sunday_007,,
4A,sunday,trip_4A_sunday_008,,
4A,sunday,trip_4A_sunday_009,,
4A,sunday,trip_4A_sunday_010,,
4A,sunday,trip_4A_sunday_011,,
4A,sunday,trip_4A_sunday_012,,
4A,sunday,trip_4A_sunday_013,,
4A,sunday,trip_4A_sunday_014,,
4A,sunday,trip_4A_sunday_015,,
4A,sunday,trip_4A_sunday_016,,
4A,sunday,trip_4A_sunday_017,,
4A,sunday,trip_4A_sunday_018,,
4A,sunday,trip_4A_sunday_019,,
4A,sunday,trip_4A_sunday_020,,
4A,sunday,trip_4A_sunday_021,,
4A,sunday,trip_4A_sunday_022,,
4A,sunday,trip_4A_sunday_023,,
4A,sunday,trip_4A_sunday_024,,
4A,sunday,trip_4A_sunday_025,,
4A,sunday,trip_4A_sunday_026,,
4A,sunday,trip_4A_sunday_027,,
4A,sunday,trip_4A_sunday_028,,
4A,sunday,trip_4A_sunday_029,,
4A,sunday,trip_4A_sunday_030,,
4A,sunday,trip_4A_sunday_031,,
4A,sunday,trip_4A_sunday_032,,
4A,sunday,trip_4A_sunday_033,,
4A,sunday,trip_4A_sunday_034,,
4A,sunday,trip_4A_sunday_035,,
4A,sunday,trip_4A_sunday_036,,
4B,weekday,trip_4B_weekday_001,,
4B,weekday,trip_4B_weekday_002,,
4B,weekday,trip_4B_weekday_003,,
4B,weekday,trip_4B_weekday_004,,
4B,weekday,trip_4B_weekday_005,,
4B,weekday,trip_4B_weekday_006,,
4B,weekday,trip_4B_weekday_007,,
4B,weekday,trip_4B_weekday_008,,
4B,weekday,trip_4B_weekday_009,,
4B,weekday,trip_4B_weekday_010,,
4B,weekday,trip_4B_weekday_011,,
4B,weekday,trip_4B_weekday_012,,
4B,weekday,trip_4B_weekday_013,,
4B,weekday,trip_4B_weekday_014,,
4B,weekday,trip_4B_weekday_015,,
4B,weekday,trip_4B_weekday_016,,
4B,weekday,trip_4B_weekday_017,,
4B,weekday,trip_4B_weekday_018,,
4B,weekday,trip_4B_weekday_019,,
4B,weekday,trip_4B_weekday_020,,
4B,weekday,trip_4B_weekday_021,,
4B,weekday,trip_4B_weekday_022,,
4B,weekday,trip_4B_weekday_023,,
4B,weekday,trip_4B_weekday_024,,
4B,weekday,trip_4B_weekday_025,,
4B,weekday,trip_4B_weekday_026,,
4B,weekday,trip_4B_weekday_027,,
4B,weekday,trip_4B_weekday_028,,
4B,weekday,trip_4B_weekday_029,,
4B,weekday,trip_4B_weekday_030,,
4B,weekday,trip_4B_weekday_031,,
4B,weekday,trip_4B_weekday_032,,
4B,weekday,trip_4B_weekday_033,,
4B,weekday,trip_4B_weekday_034,,
4B,weekday,trip_4B_weekday_035,,
4B,weekday,trip_4B_weekday_036,,
4B,saturday,trip_4B_saturday_001,,
4B,saturday,trip_4B_saturday_002,,
4B,saturday,trip_4B_saturday_003,,
4B,saturday,trip_4B_saturday_004,,
4B,saturday,trip_4B_saturday_005,,
4B,saturday,trip_4B_saturday_006,,
4B,saturday,trip_4B_saturday_007,,
4B,saturday,trip_4B_saturday_008,,
4B,saturday,trip_4B_saturday_009,,
4B,saturday,trip_4B_saturday_010,,
4B,saturday,trip_4B_saturday_011,,
4B,saturday,trip_4B_saturday_012,,
4B,saturday,trip_4B_saturday_013,,
4B,saturday,trip_4B_saturday_014,,
4B,saturday,trip_4B_saturday_015,,
4B,saturday,trip_4B_saturday_016,,
4B,saturday,trip_4B_saturday_017,,
4B,saturday,trip_4B_saturday_018,,
4B,saturday,trip_4B_saturday_019,,
4B,saturday,trip_4B_saturday_020,,
4B,saturday,trip_4B_saturday_021,,
4B,saturday,trip_4B_saturday_022,,
4B,saturday,trip_4B_saturday_023,,
4B,saturday,trip_4B_saturday_024,,
4B,saturday,trip_4B_saturday_025,,
4B,saturday,trip_4B_saturday_026,,
4B,saturday,trip_4B_saturday_027,,
4B,saturday,trip_4B_saturday_028,,
4B,saturday,trip_4B_saturday_029,,
4B,saturday,trip_4B_saturday_030,,
4B,saturday,trip_4B_saturday_031,,
4B,saturday,trip_4B_saturday_032,,
4B,saturday,trip_4B_saturday_033,,
4B,saturday,trip_4B_saturday_034,,
4B,saturday,trip_4B_saturday_035,,
4B,saturday,trip_4B_saturday_036,,
4B,sunday,trip_4B_sunday_001,,
4B,sunday,trip_4B_sunday_002,,
4B,sunday,trip_4B_sunday_003,,
4B,sunday,trip_4B_sunday_004,,
4B,sunday,trip_4B_sunday_005,,
4B,sunday,trip_4B_sunday_006,,
4B,sunday,trip_4B_sunday_007,,
4B,sunday,trip_4B_sunday_008,,
4B,sunday,trip_4B_sunday_009,,
4B,sunday,trip_4B_sunday_010,,
4B,sunday,trip_4B_sunday_011,,
4B,sunday,trip_4B_sunday_012,,
4B,sunday,trip_4B_sunday_013,,
4B,sunday,trip_4B_sunday_014,,
4B,sunday,trip_4B_sunday_015,,
4B,sunday,trip_4B_sunday_016,,
4B,sunday,trip_4B_sunday_017,,
4B,sunday,trip_4B_sunday_018,,
4B,sunday,trip_4B_sunday_019,,
4B,sunday,trip_4B_sunday_020,,
4B,sunday,trip_4B_sunday_021,,
4B,sunday,trip_4B_sunday_022,,
4B,sunday,trip_4B_sunday_023,,
4B,sunday,trip_4B_sunday_024,,
4B,sunday,trip_4B_sunday_025,,
4B,sunday,trip_4B_sunday_026,,
4B,sunday,trip_4B_sunday_027,,
4B,sunday,trip_4B_sunday_028,,
4B,sunday,trip_4B_sunday_029,,
4B,sunday,trip_4B_sunday_030,,
4B,sunday,trip_4B_sunday_031,,
4B,sunday,trip_4B_sunday_032,,
4B,sunday,trip_4B_sunday_033,,
4B,sunday,trip_4B_sunday_034,,
4B,sunday,trip_4B_sunday_035,,
4B,sunday,trip_4B_sunday_036,,
6A,weekday,trip_6A_weekday_001,,
6A,weekday,trip_6A_weekday_002,,
6A,weekday,trip_6A_weekday_003,,
6A,weekday,trip_6A_weekday_004,,
6A,weekday,trip_6A_weekday_005,,
6A,weekday,trip_6A_weekday_006,,
6A,weekday,trip_6A_weekday_007,,
6A,weekday,trip_6A_weekday_008,,
6A,weekday,trip_6A_weekday_009,,
6A,weekday,trip_6A_weekday_010,,
6A,weekday,trip_6A_weekday_011,,
6A,weekday,trip_6A_weekday_012,,
6A,weekday,trip_6A_weekday_013,,
6A,weekday,trip_6A_weekday_014,,
6A,weekday,trip_6A_weekday_015,,
6A,weekday,trip_6A_weekday_016,,
6A,weekday,trip_6A_weekday_017,,
6A,weekday,trip_6A_weekday_018,,
6A,weekday,trip_6A_weekday_019,,
6A,weekday,trip_6A_weekday_020,,
6A,weekday,trip_6A_weekday_021,,
6A,weekday,trip_6A_weekday_022,,
6A,weekday,trip_6A_weekday_023,,
6A,weekday,trip_6A_weekday_024,,
6A,weekday,trip_6A_weekday_025,,
6A,weekday,trip_6A_weekday_026,,
6A,weekday,trip_6A_weekday_027,,
6A,weekday,trip_6A_weekday_028,,
6A,weekday,trip_6A_weekday_029,,
6A,weekday,trip_6A_weekday_030,,
6A,weekday,trip_6A_weekday_031,,
6A,weekday,trip_6A_weekday_032,,
6A,weekday,trip_6A_weekday_033,,
6A,weekday,trip_6A_weekday_034,,
6A,weekday,trip_6A_weekday_035,,
6A,weekday,trip_6A_weekday_036,,
6A,saturday,trip_6A_saturday_001,,
6A,saturday,trip_6A_saturday_002,,
6A,saturday,trip_6A_saturday_003,,
6A,saturday,trip_6A_saturday_004,,
6A,saturday,trip_6A_saturday_005,,
6A,saturday,trip_6A_saturday_006,,
6A,saturday,trip_6A_saturday_007,,
6A,saturday,trip_6A_saturday_008,,
6A,saturday,trip_6A_saturday_009,,
6A,saturday,trip_6A_saturday_010,,
6A,saturday,trip_6A_saturday_011,,
6A,saturday,trip_6A_saturday_012,,
6A,saturday,trip_6A_saturday_013,,
6A,saturday,trip_6A_saturday_014,,
6A,saturday,trip_6A_saturday_015,,
6A,saturday,trip_6A_saturday_016,,
6A,saturday,trip_6A_saturday_017,,
6A,saturday,trip_6A_saturday_018,,
6A,saturday,trip_6A_saturday_019,,
6A,saturday,trip_6A_saturday_020,,
6A,saturday,trip_6A_saturday_021,,
6A,saturday,trip_6A_saturday_022,,
6A,saturday,trip_6A_saturday_023,,
6A,saturday,trip_6A_saturday_024,,
6A,saturday,trip_6A_saturday_025,,
6A,saturday,trip_6A_saturday_026,,
6A,saturday,trip_6A_saturday_027,,
6A,saturday,trip_6A_saturday_028,,
6A,saturday,trip_6A_saturday_029,,
6A,saturday,trip_6A_saturday_030,,
6A,saturday,trip_6A_saturday_031,,
6A,saturday,trip_6A_saturday_032,,
6A,saturday,trip_6A_saturday_033,,
6A,saturday,trip_6A_saturday_034,,
6A,saturday,trip_6A_saturday_035,,
6A,saturday,trip_6A_saturday_036,,
6A,sunday,trip_6A_sunday_001,,
6A,sunday,trip_6A_sunday_002,,
6A,sunday,trip_6A_sunday_003,,
6A,sunday,trip_6A_sunday_004,,
6A,sunday,trip_6A_sunday_005,,
6A,sunday,trip_6A_sunday_006,,
6A,sunday,trip_6A_sunday_007,,
6A,sunday,trip_6A_sunday_008,,
6A,sunday,trip_6A_sunday_009,,
6A,sunday,trip_6A_sunday_010,,
6A,sunday,trip_6A_sunday_011,,
6A,sunday,trip_6A_sunday_012,,
6A,sunday,trip_6A_sunday_013,,
6A,sunday,trip_6A_sunday_014,,
6A,sunday,trip_6A_sunday_015,,
6A,sunday,trip_6A_sunday_016,,
6A,sunday,trip_6A_sunday_017,,
6A,sunday,trip_6A_sunday_018,,
6A,sunday,trip_6A_sunday_019,,
6A,sunday,trip_6A_sunday_020,,
6A,sunday,trip_6A_sunday_021,,
6A,sunday,trip_6A_sunday_022,,
6A,sunday,trip_6A_sunday_023,,
6A,sunday,trip_6A_sunday_024,,
6A,sunday,trip_6A_sunday_025,,
6A,sunday,trip_6A_sunday_026,,
6A,sunday,trip_6A_sunday_027,,
6A,sunday,trip_6A_sunday_028,,
6A,sunday,trip_6A_sunday_029,,
6A,sunday,trip_6A_sunday_030,,
6A,sunday,trip_6A_sunday_031,,
6A,sunday,trip_6A_sunday_032,,
6A,sunday,trip_6A_sunday_033,,
6A,sunday,trip_6A_sunday_034,,
6A,sunday,trip_6A_sunday_035,,
6A,sunday,trip_6A_sunday_036,,
6B,weekday,trip_6B_weekday_001,,
6B,weekday,trip_6B_weekday_002,,
6B,weekday,trip_6B_weekday_003,,
6B,weekday,trip_6B_weekday_004,,
6B,weekday,trip_6B_weekday_005,,
6B,weekday,trip_6B_weekday_006,,
6B,weekday,trip_6B_weekday_007,,
6B,weekday,trip_6B_weekday_008,,
6B,weekday,trip_6B_weekday_009,,
6B,weekday,trip_6B_weekday_010,,
6B,weekday,trip_6B_weekday_011,,
6B,weekday,trip_6B_weekday_012,,
6B,weekday,trip_6B_weekday_013,,
6B,weekday,trip_6B_weekday_014,,
6B,weekday,trip_6B_weekday_015,,
6B,weekday,trip_6B_weekday_016,,
6B,weekday,trip_6B_weekday_017,,
6B,weekday,trip_6B_weekday_018,,
6B,weekday,trip_6B_weekday_019,,
6B,weekday,trip_6B_weekday_020,,
6B,weekday,trip_6B_weekday_021,,
6B,weekday,trip_6B_weekday_022,,
6B,weekday,trip_6B_weekday_023,,
6B,weekday,trip_6B_weekday_024,,
6B,weekday,trip_6B_weekday_025,,
6B,weekday,trip_6B_weekday_026,,
6B,weekday,trip_6B_weekday_027,,
6B,weekday,trip_6B_weekday_028,,
6B,weekday,trip_6B_weekday_029,,
6B,weekday,trip_6B_weekday_030,,
6B,weekday,trip_6B_weekday_031,,
6B,weekday,trip_6B_weekday_032,,
6B,weekday,trip_6B_weekday_033,,
6B,weekday,trip_6B_weekday_034,,
6B,weekday,trip_6B_weekday_035,,
6B,weekday,trip_6B_weekday_036,,
6B,saturday,trip_6B_saturday_001,,
6B,saturday,trip_6B_saturday_002,,
6B,saturday,trip_6B_saturday_003,,
6B,saturday,trip_6B_saturday_004,,
6B,saturday,trip_6B_saturday_005,,
6B,saturday,trip_6B_saturday_006,,
6B,saturday,trip_6B_saturday_007,,
6B,saturday,trip_6B_saturday_008,,
6B,saturday,trip_6B_saturday_009,,
6B,saturday,trip_6B_saturday_010,,
6B,saturday,trip_6B_saturday_011,,
6B,saturday,trip_6B_saturday_012,,
6B,saturday,trip_6B_saturday_013,,
6B,saturday,trip_6B_saturday_014,,
6B,saturday,trip_6B_saturday_015,,
6B,saturday,trip_6B_saturday_016,,
6B,saturday,trip_6B_saturday_017,,
6B,saturday,trip_6B_saturday_018,,
6B,saturday,trip_6B_saturday_019,,
6B,saturday,trip_6B_saturday_020,,
6B,saturday,trip_6B_saturday_021,,
6B,saturday,trip_6B_saturday_022,,
6B,saturday,trip_6B_saturday_023,,
6B,saturday,trip_6B_saturday_024,,
6B,saturday,trip_6B_saturday_025,,
6B,saturday,trip_6B_saturday_026,,
6B,saturday,trip_6B_saturday_027,,
6B,saturday,trip_6B_saturday_028,,
6B,saturday,trip_6B_saturday_029,,
6B,saturday,trip_6B_saturday_030,,
6B,saturday,trip_6B_saturday_031,,
6B,saturday,trip_6B_saturday_032,,
6B,saturday,trip_6B_saturday_033,,
6B,saturday,trip_6B_saturday_034,,
6B,saturday,trip_6B_saturday_035,,
6B,saturday,trip_6B_saturday_036,,
6B,sunday,trip_6B_sunday_001,,
6B,sunday,trip_6B_sunday_002,,
6B,sunday,trip_6B_sunday_003,,
6B,sunday,trip_6B_sunday_004,,
6B,sunday,trip_6B_sunday_005,,
6B,sunday,trip_6B_sunday_006,,
6B,sunday,trip_6B_sunday_007,,
6B,sunday,trip_6B_sunday_008,,
6B,sunday,trip_6B_sunday_009,,
6B,sunday,trip_6B_sunday_010,,
6B,sunday,trip_6B_sunday_011,,
6B,sunday,trip_6B_sunday_012,,
6B,sunday,trip_6B_sunday_013,,
6B,sunday,trip_6B_sunday_014,,
6B,sunday,trip_6B_sunday_015,,
6B,sunday,trip_6B_sunday_016,,
6B,sunday,trip_6B_sunday_017,,
6B,sunday,trip_6B_sunday_018,,
6B,sunday,trip_6B_sunday_019,,
6B,sunday,trip_6B_sunday_020,,
6B,sunday,trip_6B_sunday_021,,
6B,sunday,trip_6B_sunday_022,,
6B,sunday,trip_6B_sunday_023,,
6B,sunday,trip_6B_sunday_024,,
6B,sunday,trip_6B_sunday_025,,
6B,sunday,trip_6B_sunday_026,,
6B,sunday,trip_6B_sunday_027,,
6B,sunday,trip_6B_sunday_028,,
6B,sunday,trip_6B_sunday_029,,
6B,sunday,trip_6B_sunday_030,,
6B,sunday,trip_6B_sunday_031,,
6B,sunday,trip_6B_sunday_032,,
6B,sunday,trip_6B_sunday_033,,
6B,sunday,trip_6B_sunday_034,,
6B,sunday,trip_6B_sunday_035,,
6B,sunday,trip_6B_sunday_036,,
3FU,saturday,trip_3AFU_saturday_001,,
3FU,saturday,trip_3AFU_saturday_002,,
3FU,saturday,trip_3AFU_saturday_003,,
3FU,saturday,trip_3AFU_saturday_004,,
3FU,saturday,trip_3AFU_saturday_005,,
3FU,saturday,trip_3AFU_saturday_006,,
3FU,saturday,trip_3AFU_saturday_007,,
3FU,saturday,trip_3BFU_saturday_001,,
3FU,saturday,trip_3BFU_saturday_002,,
3FU,saturday,trip_3BFU_saturday_003,,
3FU,saturday,trip_3BFU_saturday_004,,
3FU,saturday,trip_3BFU_saturday_005,,
